conversation_id,conn_id,local_start_time,call_date,month,agent_id,duration_seconds,channel,service_area,transcript_text
conv_0063,c00063,2025-01-02 15:40:00,2025-01-02,2025-01,2030,332,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Tengo una consulta sobre una gestión que realicé recientemente.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Voy a orientarle con la información de su cuenta y los pasos a seguir.
Agente: Hasta luego y gracias por llamar."
conv_0064,c00064,2025-01-02 08:22:42,2025-01-02,2025-01,2015,376,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Quiero saber los requisitos para hacer la portabilidad.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: Hasta luego y gracias por llamar."
conv_0065,c00065,2025-01-02 12:49:02,2025-01-02,2025-01,2014,503,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 2:18
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Hasta luego y gracias por llamar."
conv_0066,c00066,2025-01-02 12:24:49,2025-01-02,2025-01,2028,585,Voice,Telecom Postpaid Care,"Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Voy a validar sus datos antes de continuar.
Agente: Comprendo la situación, dame un momento.
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0067,c00067,2025-01-02 16:24:21,2025-01-02,2025-01,2014,710,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: No me solucionan nada y me siguen cobrando mal.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:13
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_0068,c00068,2025-01-02 16:02:00,2025-01-02,2025-01,2026,579,Voice,Telecom Postpaid Care,"Cliente: Hola, me cobraron de más este mes en la boleta.
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:11
Agente: Voy a derivar el caso al área especializada para continuar con la gestión.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0069,c00069,2025-01-02 17:05:55,2025-01-02,2025-01,2022,492,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:59
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: Hasta luego y gracias por llamar."
conv_0070,c00070,2025-01-02 13:29:17,2025-01-02,2025-01,2013,430,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Estoy evaluando cambiar de plan este mes.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le indicaré las alternativas disponibles para el cambio de plan."
conv_0071,c00071,2025-01-02 20:59:53,2025-01-02,2025-01,2025,499,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La aplicación me da error cuando intento realizar el pago.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Me confirma su rut por favor.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le compartiré una alternativa para completar el pago y registraré el problema de la aplicación.
Agente: Hasta luego y gracias por llamar."
conv_0072,c00072,2025-01-02 18:50:52,2025-01-02,2025-01,2026,859,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: No funciona internet desde ayer y estoy sin señal.
Agente: Voy a validar sus datos antes de continuar.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:43
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio."
conv_0073,c00073,2025-01-02 13:20:29,2025-01-02,2025-01,2007,597,Voice,Telecom Postpaid Care,"Cliente: No puedo pagar desde la app y necesito ayuda.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Necesito corroborar su información.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le compartiré una alternativa para completar el pago y registraré el problema de la aplicación.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0074,c00074,2025-01-02 15:19:23,2025-01-02,2025-01,2010,687,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Estoy molesto porque nadie me ha solucionado nada.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:04
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0075,c00075,2025-01-02 16:40:38,2025-01-02,2025-01,2018,472,Voice,Telecom Postpaid Care,"Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Me confirma su nombre y número por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Registré una incidencia técnica y se escalará al área correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_0076,c00076,2025-01-02 13:31:06,2025-01-02,2025-01,2021,580,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0077,c00077,2025-01-02 09:51:22,2025-01-02,2025-01,2022,788,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Registré una incidencia técnica y se escalará al área correspondiente."
conv_0078,c00078,2025-01-02 14:44:02,2025-01-02,2025-01,2014,403,Voice,Telecom Postpaid Care,"Cliente: Estoy tratando de pagar en la app y no me deja avanzar.
Agente: Necesito corroborar su información.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le compartiré una alternativa para completar el pago y registraré el problema de la aplicación.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0079,c00079,2025-01-02 10:37:57,2025-01-02,2025-01,2021,373,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Necesito información porque quiero portar mi línea.
Agente: Voy a validar sus datos antes de continuar.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le explicaré los requisitos y tiempos para la portabilidad.
Agente: Hasta luego y gracias por llamar."
conv_0080,c00080,2025-01-02 11:23:33,2025-01-02,2025-01,2004,415,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No puedo pagar desde la app y necesito ayuda.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0081,c00081,2025-01-02 14:19:15,2025-01-02,2025-01,2017,444,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: No puedo pagar desde la app y necesito ayuda.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:27
Agente: Voy a indicarle un método alternativo de pago mientras se revisa la incidencia digital.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0082,c00082,2025-01-02 18:58:26,2025-01-02,2025-01,2030,453,Voice,Telecom Postpaid Care,"Cliente: Necesito seguimiento de un reclamo que ingresé hace unos días.
Agente: Necesito corroborar su información.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Qué mensaje le aparece exactamente?
Total de silencio/hold detectado: 1:06
Agente: Voy a validar el reclamo anterior y dejaré registrada la actualización del caso."
conv_0083,c00083,2025-01-02 13:18:46,2025-01-02,2025-01,2010,703,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La línea presenta fallas y se corta a cada rato.
Agente: Necesito corroborar su información.
Agente: Comprendo la situación, dame un momento.
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:44
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Gracias por contactarnos, que tenga buen día."
conv_0084,c00084,2025-01-02 13:48:47,2025-01-02,2025-01,2018,529,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Cliente: Entiendo, necesito resolverlo hoy si es posible.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_0085,c00085,2025-01-02 12:46:14,2025-01-02,2025-01,2009,617,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Me confirma su rut por favor.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: Permanezca en línea mientras reviso su caso.
Agente: Permanezca en línea mientras reviso su caso.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:10
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0086,c00086,2025-01-02 08:07:18,2025-01-02,2025-01,2024,601,Voice,Telecom Postpaid Care,"Agente: Hola, gracias por contactarte con servicio al cliente.
Cliente: Me aparece un cobro que no reconozco en mi facturación.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 0:16
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0087,c00087,2025-01-02 13:58:38,2025-01-02,2025-01,2024,422,Voice,Telecom Postpaid Care,"Cliente: Necesito cambiar mi plan actual por uno más conveniente.
Agente: Me confirma su nombre y número por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Le indicaré las alternativas disponibles para el cambio de plan.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0088,c00088,2025-01-02 08:29:44,2025-01-02,2025-01,2009,478,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Ya llamé antes y sigo con el mismo problema.
Agente: Voy a validar sus datos antes de continuar.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Dejé registrada la revisión del cobro y recibirá la regularización correspondiente.
Agente: Hasta luego y gracias por llamar."
conv_0089,c00089,2025-01-02 14:27:02,2025-01-02,2025-01,2027,452,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Estoy bastante incómodo porque no me han dado solución.
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: Hasta luego y gracias por llamar."
conv_0090,c00090,2025-01-02 15:17:35,2025-01-02,2025-01,2015,388,Voice,Telecom Postpaid Care,"Cliente: Tengo una diferencia de cobro y quiero revisarla.
Cliente: Gracias, quedo atento a la gestión.
Agente: Lamento lo ocurrido, revisemos el caso.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Le pido unos segundos por favor.
Total de silencio/hold detectado: 1:49
Agente: Voy a ingresar un ajuste por facturación y quedará reflejado en su próximo estado de cuenta.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0091,c00091,2025-01-03 11:09:59,2025-01-03,2025-01,2007,663,Voice,Telecom Postpaid Care,"Agente: Buenos días, gracias por comunicarte con atención al cliente.
Cliente: La línea presenta fallas y se corta a cada rato.
Cliente: Perfecto, por favor indíqueme los pasos.
Agente: Comprendo la situación, dame un momento.
Agente: ¿Qué mensaje le aparece exactamente?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 1:20
Agente: Voy a dejar el caso en monitoreo técnico y recibirá una actualización.
Agente: Hasta luego y gracias por llamar."
conv_0092,c00092,2025-01-03 12:05:58,2025-01-03,2025-01,2028,605,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: No funciona internet desde ayer y estoy sin señal.
Cliente: Gracias, quedo atento a la gestión.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Me puede indicar más detalles del inconveniente?
Agente: Permanezca en línea mientras reviso su caso.
Total de silencio/hold detectado: 0:21
Agente: Quedó generada la orden técnica para revisar la conectividad del servicio.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
conv_0093,c00093,2025-01-03 11:31:44,2025-01-03,2025-01,2027,420,Voice,Telecom Postpaid Care,"Agente: Buenas tardes, gracias por llamar a soporte.
Cliente: La aplicación me da error cuando intento realizar el pago.
Agente: Me confirma su rut por favor.
Agente: Entiendo su molestia y voy a ayudarle.
Agente: ¿Desde cuándo ocurre este problema?
Agente: Un momento por favor, voy a revisar su cuenta.
Total de silencio/hold detectado: 0:52
Agente: Le guiaré con una alternativa de pago y revisaré el error de la app.
Agente: ¿Hay algo más en que pueda ayudarle? Hasta luego."
